put,del,get
0.00119433,0.000167497,0.00013733
0.00118383,0.000163248,0.000143467
0.00108575,0.000157178,0.000136506
0.000956203,0.000165925,0.000138402
0.000866578,0.000166956,0.000143716
0.00105325,0.000165892,0.00015458
0.00100627,0.000169916,0.000155982
0.000957743,0.000186957,0.000162327
0.00105071,0.00018016,0.000149304
0.000948265,0.000178559,0.000152298
0.000939184,0.000172071,0.000153926
0.000948634,0.00016851,0.000148742
0.000983532,0.000179391,0.000157198
0.000981642,0.000172456,0.000155637
0.000922768,0.00017015,0.000152685
0.00107644,0.000181047,0.000154737
0.00105403,0.000183328,0.000156249
0.00102909,0.00017235,0.000149802
0.00101723,0.000171486,0.00015593
0.000985163,0.000177194,0.000155252
0.000995471,0.000177593,0.00016022
0.000910377,0.000176286,0.000156563
0.000981375,0.000172149,0.000151259
0.000961413,0.000168929,0.000154899
0.0011076,0.00018445,0.000153389
0.00101384,0.000174509,0.000158575
0.0010708,0.00017651,0.000152431
0.00110782,0.000177591,0.000155105
0.00115647,0.000172333,0.000158686
0.00110947,0.000177333,0.000152694
0.000966557,0.000174449,0.000153268
0.00106139,0.00017736,0.000154652
0.00101309,0.000183404,0.000156487
0.000926754,0.000174056,0.00015979
0.000929801,0.000173783,0.000157775
0.000978775,0.000168494,0.000153469
0.000987019,0.000173095,0.000156409
0.000963413,0.000173532,0.000154518
0.000933833,0.000175447,0.000155157
0.000983701,0.000176898,0.000160104
0.00106614,0.000179444,0.000159067
0.00104847,0.000177788,0.000158698
0.000963648,0.000172257,0.000159809
0.0010759,0.000165579,0.000154548
0.000971635,0.000174876,0.000159371
0.00105989,0.000181907,0.000157459
0.00112175,0.000180975,0.000162096
0.000970598,0.000185279,0.000165352
0.000979316,0.000180545,0.000156934
0.00109542,0.000177984,0.000157962
0.00106307,0.000182461,0.000162022
0.00101474,0.000180933,0.000164472
0.00107503,0.000188207,0.000165213
0.00102446,0.00019027,0.000162362
0.00102115,0.000187193,0.000166003
0.0010447,0.000186122,0.000162098
0.00100943,0.00018207,0.000162238
0.000976233,0.000178575,0.000162266
0.00103125,0.000172274,0.000156239
0.000975699,0.000184594,0.000163862
0.00107827,0.000178609,0.000155796
0.00111307,0.000180967,0.000163396
0.00114304,0.000173601,0.000153905
0.00108837,0.000175631,0.000159909
0.00121866,0.000174947,0.0001607
0.0010369,0.000177386,0.00015728
0.00113343,0.000183038,0.000159958
0.00103149,0.000195624,0.000169228
0.00120299,0.000182738,0.00015665
0.00119206,0.00016948,0.000154523
0.00119819,0.000169702,0.000153526
0.00115235,0.000172161,0.00015355
0.00129639,0.000176233,0.000157301
0.00116627,0.000174821,0.000158412
0.00124247,0.000180549,0.000163558
0.001279,0.000183956,0.000158675
0.00135754,0.000176422,0.000153395
0.00141646,0.000185345,0.000164081
0.00144073,0.000178942,0.000157774
0.00128314,0.000201723,0.000158883
0.00132763,0.000189134,0.000156304
0.00128773,0.000166073,0.000157556
0.00100138,0.000176581,0.000155081
0.00103696,0.000164421,0.000145302
0.00108679,0.000182805,0.000150916
0.00110186,0.000175987,0.000148879
0.00108102,0.000193494,0.000158068
0.00111518,0.000197377,0.000170845
0.00107621,0.000177978,0.000152493
0.00103228,0.00019766,0.00016129
0.00106066,0.000185635,0.000160697
0.00107849,0.000185996,0.000153927
0.00113082,0.000178238,0.000158845
0.00107043,0.000185767,0.000158812
0.000977661,0.000191614,0.000167482
0.00113542,0.00018478,0.000163267
0.00100127,0.000175988,0.000152879
0.00105769,0.000164271,0.000151923
0.00104586,0.000173476,0.000146285
0.00113312,0.000167642,0.000155259
0.00106897421,0.00017774597,0.00015644201
