pertime
0.006
0.003
0.004
0.002
0.003
0.002
0.002
0.002
0.004
0.004
0.003
0.002
0.003
0.003
0.004
0.003
0.003
0.003
0.004
0.005
0.002
0.005
0.002
0.002
0.003
0.004
0.007
0.005
0.004
0.004
0.004
0.003
0.004
0.003
0.002
0.002
0.006
0.011
0.005
0.004
0.003
0.004
0.003
0.008
0.004
0.006
0.004
14.851
0.003
0.003
0.003
0.005
0.005
0.002
0.003
0.005
0.003
0.004
0.002
0.005
0.002
0.003
0.003
0.005
0.002
0.003
0.004
0.007
0.003
0.002
0.002
0.007
0.004
0.004
0.004
0.009
0.004
0.004
0.002
0.002
0.004
0.002
0.003
0.002
0.003
0.004
0.003
0.003
0.003
0.005
0.003
0.002
0.015
0.003
0.005
0.003
0.003
0.003
0.002
0.004
0.003
0.004
0.004
0.012
0.003
0.002
0.006
0.002
0.002
0.002
0.003
0.006
0.003
0.004
0.002
0.003
0.002
0.008
0.003
0.004
0.002
0.004
0.004
0.002
0.002
0.004
0.003
0.002
0.002
0.005
0.003
0.003
0.002
0.002
0.004
0.004
0.002
0.005
0.003
0.003
0.004
0.006
0.004
0.009
0.006
0.003
0.003
0.003
0.003
0.002
0.004
1.344
0.002
0.003
0.003
0.003
0.004
0.002
0.003
0.003
0.003
0.004
0.006
0.002
0.003
0.005
0.002
0.002
0.003
0.002
0.002
0.003
0.003
0.002
0.002
0.002
0.002
0.002
0.005
0.002
0.003
0.003
0.005
0.013
0.003
0.004
0.003
0.002
0.002
0.002
0.003
0.003
0.002
0.002
0.002
0.003
0.002
0.004
0.002
0.003
0.002
0.008
0.004
0.002
0.002
0.004
0.016
0.003
0.004
0.003
0.003
0.004
0.005
0.005
0.005
0.003
0.004
0.003
0.004
0.004
0.005
0.002
0.004
0.006
0.004
0.002
0.002
0.003
0.004
0.002
0.007
0.002
0.003
0.004
0.004
0.002
0.008
0.003
0.003
0.002
0.002
0.006
0.003
0.006
0.003
0.014
0.003
0.009
0.005
0.005
0.004
0.003
0.002
0.002
0.003
0.992
0.004
0.002
0.002
0.005
0.003
0.003
0.002
0.002
0.005
0.006
0.006
0.005
0.002
0.006
0.003
0.019
0.005
0.003
0.002
0.002
0.002
0.014
0.002
0.002
0.005
0.002
0.003
0.005
0.005
0.004
0.003
0.004
0.005
0.003
0.003
0.002
0.004
0.003
0.002
0.008
0.004
0.003
0.003
0.002
0.003
0.005
0.003
0.007
0.002
0.002
0.002
0.003
0.007
0.002
0.002
0.008
0.002
0.002
0.003
0.004
0.003
0.005
0.004
0.004
0.005
0.004
0.003
0.002
0.003
0.002
0.003
0.002
0.006
0.003
0.003
0.014
0.005
0.002
0.002
0.002
0.002
0.003
0.003
0.003
0.007
0.005
0.005
0.008
0.004
0.007
0.007
0.004
0.002
0.005
0.005
0.002
0.003
0.011
0.003
0.003
0.002
0.004
0.002
35.376
0.003
0.004
0.003
0.002
0.003
0.005
0.002
0.002
0.018
0.012
0.004
0.003
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.005
0.003
0.003
0.003
0.003
0.003
0.003
0.005
0.002
0.004
0.003
0.002
0.004
0.003
0.004
0.007
0.003
0.004
0.002
0.003
0.002
0.003
0.002
0.003
0.007
0.003
0.003
0.004
0.002
0.005
0.002
0.005
0.004
0.006
0.003
0.003
0.002
0.003
0.003
0.002
0.014
0.003
0.007
0.002
0.005
0.004
0.002
0.003
0.004
0.003
0.002
0.003
0.002
0.006
0.002
0.004
0.002
0.004
0.004
0.003
0.005
0.004
0.009
0.003
0.004
0.002
0.005
0.002
0.003
0.002
0.008
0.006
0.004
0.004
0.005
0.006
0.002
0.005
0.003
0.003
0.005
1.106
0.003
0.004
0.003
0.006
0.002
0.003
0.002
0.006
0.003
0.003
0.003
0.003
0.003
0.002
0.002
0.005
0.003
0.004
0.002
0.008
0.005
0.002
0.002
0.002
0.004
0.006
0.002
0.003
0.005
0.003
0.002
0.006
0.008
0.004
0.002
0.002
0.003
0.002
0.005
0.004
0.003
0.002
0.005
0.016
0.005
0.016
0.003
0.003
0.045
0.004
0.002
0.003
0.003
0.01
0.003
0.002
0.005
0.003
0.002
0.005
0.003
0.005
0.005
0.002
0.003
0.002
0.01
0.004
0.003
0.004
0.002
0.002
0.003
0.002
0.005
0.003
0.002
0.005
0.002
0.003
0.002
0.003
0.004
0.004
0.005
0.002
0.002
0.003
0.005
0.003
0.005
0.002
0.002
0.003
0.002
0.007
0.004
0.004
0.003
0.015
0.005
0.004
0.004
0.98
0.002
0.003
0.002
0.005
0.005
0.005
0.003
0.002
0.004
0.003
0.003
0.004
0.004
0.002
0.003
0.002
0.003
0.006
0.004
0.002
0.005
0.002
0.003
0.002
0.014
0.002
0.002
0.006
0.002
0.003
0.002
0.007
0.003
0.003
0.003
0.003
0.005
0.003
0.002
0.002
0.003
0.004
0.005
0.003
0.003
0.002
0.004
0.002
0.002
0.003
0.003
0.004
0.006
0.003
0.003
0.002
0.003
0.002
0.005
0.002
0.002
0.005
0.005
0.004
0.003
0.003
0.004
0.002
0.003
0.004
0.002
0.005
0.002
0.003
0.002
0.003
0.002
0.003
0.004
0.004
0.002
0.002
0.006
0.004
0.003
0.006
0.013
0.008
0.003
0.002
0.003
0.003
0.006
0.005
0.005
0.004
0.004
0.002
0.005
0.003
0.002
0.002
0.004
49.337
0.004
0.004
0.002
0.002
0.002
0.004
0.003
0.004
0.005
0.003
0.003
0.004
0.002
0.003
0.003
0.004
0.004
0.002
0.003
0.003
0.003
0.006
0.002
0.002
0.003
0.002
0.002
0.013
0.004
0.004
0.002
0.002
0.003
0.005
0.008
0.003
0.003
0.004
0.003
0.002
0.005
0.003
0.003
0.004
0.006
0.003
0.003
0.003
0.004
0.003
0.002
0.005
0.004
0.002
0.003
0.004
0.002
0.002
0.003
0.003
0.002
0.003
0.003
0.003
0.007
0.005
0.005
0.003
0.002
0.003
0.003
0.004
0.006
0.003
0.002
0.002
0.002
0.003
0.009
0.005
0.004
0.006
0.003
0.003
0.002
0.002
0.002
0.003
0.004
0.003
0.002
0.015
0.003
0.003
0.002
0.002
0.004
0.003
0.002
0.003
0.003
0.003
0.003
1.119
0.003
0.002
0.004
0.002
0.005
0.002
0.002
0.002
0.002
0.003
0.002
0.005
0.012
0.006
0.002
0.002
0.002
0.003
0.002
0.003
0.003
0.005
0.007
0.003
0.003
0.003
0.004
0.002
0.002
0.004
0.002
0.004
0.002
0.002
0.002
0.004
0.002
0.002
0.003
0.003
0.004
0.003
0.002
0.002
0.003
0.003
0.003
0.002
0.003
0.003
0.004
0.003
0.004
0.002
0.003
0.003
0.003
0.004
0.002
0.006
0.002
0.002
0.003
0.002
0.002
0.005
0.003
0.005
0.002
0.002
0.002
0.003
0.002
0.002
0.004
0.003
0.003
0.003
0.004
0.006
0.011
0.003
0.017
0.003
0.004
0.003
0.005
0.003
0.003
0.002
0.002
0.002
0.002
0.004
0.003
0.003
0.002
0.004
0.005
0.006
0.004
0.004
0.003
1.009
0.003
0.004
0.003
0.002
0.002
0.004
0.005
0.004
0.002
0.008
0.003
0.002
0.004
0.004
0.002
0.002
0.002
0.002
0.003
0.005
0.003
0.002
0.004
0.002
0.002
0.002
0.003
0.003
0.004
0.003
0.007
0.006
0.002
0.002
0.003
0.002
0.003
0.003
0.002
0.002
0.004
0.005
0.003
0.002
0.003
0.006
0.003
0.003
0.004
0.003
0.003
0.003
0.002
0.003
0.006
0.003
0.005
0.002
0.005
0.003
0.002
0.002
0.002
0.002
0.006
0.002
0.003
0.002
0.004
0.007
0.003
0.004
0.002
0.014
0.003
0.002
0.002
0.002
0.002
0.003
0.006
0.002
0.002
0.009
0.005
0.007
0.002
0.002
0.003
0.005
0.004
0.002
0.003
0.003
0.003
0.003
0.002
0.002
0.011
0.007
0.003
0.003
0.003
56.167
0.004
0.005
0.003
0.002
0.003
0.002
0.002
0.003
0.002
0.003
0.004
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.003
0.003
0.003
0.002
0.003
0.002
0.004
0.002
0.002
0.002
0.002
0.002
0.002
0.006
0.004
0.003
0.002
0.002
0.002
0.002
0.003
0.004
0.003
0.003
0.002
0.004
0.004
0.004
0.002
0.002
0.007
0.004
0.002
0.003
0.002
0.002
0.004
0.004
0.004
0.006
0.002
0.006
0.004
0.004
0.014
0.008
0.003
0.008
0.003
0.008
0.003
0.003
0.005
0.005
0.003
0.003
0.008
0.003
0.002
0.004
0.003
0.002
0.003
0.003
0.003
0.006
0.003
0.006
0.003
0.003
0.002
0.003
0.006
0.002
0.003
0.004
0.003
0.004
0.003
0.002
0.003
0.011
0.004
0.003
0.002
0.9
0.005
0.002
0.002
0.003
0.002
0.002
0.005
0.002
0.002
0.002
0.002
0.003
0.002
0.002
0.002
0.002
0.004
0.002
0.003
0.002
0.002
0.002
0.003
0.002
0.003
0.003
0.002
0.002
0.013
0.003
0.002
0.006
0.006
0.003
0.003
0.002
0.003
0.003
0.003
0.004
0.002
0.002
0.002
0.005
0.004
0.003
0.004
0.004
0.005
0.004
0.003
0.004
0.003
0.002
0.016
0.006
0.002
0.004
0.002
0.005
0.002
0.004
0.003
0.005
0.007
0.003
0.002
0.003
0.005
0.003
0.003
0.004
0.006
0.004
0.003
0.006
0.005
0.003
0.003
0.006
0.005
0.003
0.002
0.003
0.005
0.01
0.007
0.009
0.003
0.003
0.004
0.002
0.003
0.002
0.003
0.003
0.004
0.004
0.002
0.003
0.003
0.012
0.004
0.947
0.002
0.002
0.004
0.004
0.004
0.002
0.002
0.004
0.002
0.006
0.002
0.003
0.002
0.002
0.002
0.002
0.004
0.004
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.003
0.002
0.003
0.006
0.003
0.004
0.004
0.005
0.002
0.004
0.005
0.004
0.002
0.003
0.005
0.002
0.003
0.002
0.014
0.005
0.002
0.002
0.003
0.003
0.006
0.003
0.003
0.002
0.002
0.003
0.003
0.002
0.002
0.003
0.004
0.003
0.002
0.007
0.004
0.005
0.006
0.006
0.004
0.002
0.005
0.003
0.002
0.002
0.004
0.002
0.004
0.003
0.003
0.003
0.003
0.002
0.029
0.003
0.003
0.003
0.004
0.003
0.002
0.003
0.005
0.003
0.003
0.003
0.002
0.002
0.002
0.004
0.003
0.003
0.002
0.002
0.002
0.002
94.754
0.004
0.003
0.003
0.003
0.002
0.002
0.002
0.016
0.002
0.003
0.002
0.005
0.005
0.002
0.002
0.003
0.004
0.002
0.002
0.003
0.002
0.002
0.003
0.006
0.006
0.003
0.003
0.002
0.006
0.002
0.003
0.002
0.004
0.002
0.003
0.003
0.002
0.003
0.002
0.002
0.002
0.003
0.014
0.004
0.003
0.002
0.003
0.003
0.002
0.002
0.003
0.002
0.003
0.003
0.003
0.002
0.002
0.003
0.005
0.002
0.002
0.005
0.003
0.003
0.003
0.008
0.003
0.004
0.006
0.003
0.014
0.008
0.003
0.003
0.002
0.005
0.006
0.002
0.004
0.002
0.002
0.002
0.007
0.007
0.003
0.003
0.002
0.002
0.003
0.003
0.002
0.002
0.002
0.002
0.005
0.003
0.008
0.004
0.003
0.002
0.004
0.004
0.003
0.916
0.003
0.002
0.003
0.002
0.002
0.003
0.004
0.002
0.002
0.005
0.002
0.003
0.001
0.005
0.002
0.002
0.002
0.006
0.003
0.002
0.002
0.003
0.005
0.002
0.002
0.002
0.004
0.003
0.002
0.003
0.002
0.002
0.003
0.003
0.003
0.006
0.002
0.002
0.003
0.002
0.002
0.002
0.002
0.003
0.005
0.002
0.002
0.004
0.007
0.004
0.002
0.003
0.002
0.003
0.002
0.005
0.003
0.003
0.002
0.002
0.003
0.003
0.003
0.002
0.002
0.003
0.002
0.002
0.014
0.002
0.004
0.004
0.002
0.002
0.003
0.005
0.004
0.006
0.004
0.004
0.002
0.003
0.002
0.002
0.005
0.002
0.003
0.002
0.003
0.003
0.002
0.002
0.002
0.003
0.002
0.003
0.002
0.004
0.006
0.003
0.002
0.002
0.002
0.892
0.002
0.003
0.003
0.002
0.002
0.003
0.002
0.003
0.003
0.004
0.005
0.003
0.006
0.003
0.003
0.002
0.002
0.004
0.002
0.002
0.002
0.003
0.003
0.002
0.006
0.002
0.003
0.002
0.002
0.003
0.002
0.005
0.002
0.003
0.013
0.004
0.002
0.004
0.002
0.002
0.002
0.003
0.002
0.004
0.003
0.002
0.003
0.002
0.002
0.004
0.002
0.003
0.003
0.002
0.007
0.002
0.003
0.002
0.002
0.003
0.003
0.002
0.006
0.002
0.003
0.002
0.003
0.013
0.003
0.003
0.002
0.003
0.003
0.005
0.004
0.004
0.002
0.002
0.003
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.004
0.004
0.002
0.004
0.003
0.003
0.003
0.003
0.002
0.008
0.005
0.003
0.004
0.003
0.005
0.002
0.003
97.909
0.004
0.003
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.005
0.006
0.002
0.005
0.004
0.002
0.003
0.002
0.002
0.002
0.002
0.002
0.002
0.006
0.004
0.002
0.002
0.003
0.005
0.003
0.007
0.002
0.002
0.008
0.002
0.002
0.004
0.003
0.002
0.004
0.002
0.002
0.004
0.003
0.005
0.002
0.005
0.002
0.007
0.002
0.003
0.005
0.004
0.002
0.008
0.003
0.003
0.004
0.003
0.003
0.004
0.005
0.002
0.005
0.003
0.002
0.005
0.003
0.004
0.004
0.005
0.007
0.004
0.003
0.002
0.004
0.003
0.004
0.003
0.003
0.002
0.003
0.003
0.003
0.016
0.003
0.004
0.003
0.004
0.003
0.003
0.004
0.004
0.003
0.003
0.003
0.009
0.004
0.004
0.002
0.004
0.004
0.003
0.005
0.924
0.002
0.002
0.002
0.003
0.003
0.004
0.003
0.002
0.002
0.003
0.013
0.004
0.003
0.003
0.002
0.002
0.003
0.005
0.006
0.006
0.003
0.002
0.008
0.005
0.005
0.002
0.002
0.005
0.005
0.005
0.003
0.002
0.007
0.003
0.004
0.003
0.002
0.003
0.002
0.002
0.005
0.003
0.002
0.006
0.002
0.002
0.003
0.003
0.005
0.004
0.002
0.003
0.004
0.003
0.003
0.003
0.004
0.002
0.004
0.005
0.004
0.003
0.002
0.003
0.003
0.003
0.003
0.003
0.002
0.003
0.004
0.005
0.003
0.002
0.004
0.005
0.003
0.005
0.003
0.002
0.002
0.002
0.003
0.002
0.002
0.003
0.002
0.003
0.002
0.002
0.006
0.002
0.003
0.003
0.002
0.003
0.004
0.004
0.006
0.002
0.006
0.003
0.006
0.946
0.003
0.002
0.002
0.003
0.002
0.001
0.003
0.002
0.003
0.003
0.002
0.003
0.003
0.003
0.006
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.003
0.002
0.002
0.002
0.003
0.002
0.003
0.004
0.004
0.003
0.002
0.004
0.004
0.003
0.006
0.004
0.002
0.003
0.002
0.002
0.005
0.002
0.005
0.004
0.003
0.002
0.003
0.002
0.002
0.003
0.003
0.004
0.002
0.005
0.002
0.002
0.003
0.007
0.005
0.004
0.002
0.003
0.003
0.013
0.005
0.002
0.002
0.004
0.003
0.002
0.002
0.005
0.002
0.002
0.002
0.002
0.002
0.004
0.004
0.003
0.004
0.004
0.002
0.009
0.004
0.004
0.005
0.002
0.005
0.003
0.002
0.003
0.002
0.002
0.003
0.004
0.004
0.005
0.002
0.005
0.002
117.627
0.004
0.003
0.005
0.004
0.005
0.002
0.002
0.003
0.002
0.003
0.003
0.002
0.005
0.005
0.002
0.003
0.003
0.005
0.007
0.003
0.002
0.002
0.003
0.003
0.002
0.003
0.004
0.003
0.004
0.005
0.003
0.004
0.003
0.004
0.002
0.003
0.002
0.002
0.003
0.002
0.003
0.002
0.005
0.002
0.004
0.002
0.002
0.005
0.003
0.004
0.005
0.002
0.003
0.002
0.004
0.003
0.002
0.002
0.006
0.007
0.004
0.003
0.002
0.002
0.003
0.014
0.005
0.004
0.003
0.003
0.006
0.003
0.002
0.005
0.003
0.003
0.004
0.003
0.006
0.005
0.004
0.002
0.003
0.002
0.004
0.003
0.006
0.008
0.009
0.003
0.005
0.006
0.004
0.003
0.005
0.003
0.003
0.003
0.003
0.01
0.004
0.004
0.002
0.914
0.002
0.002
0.002
0.004
0.004
0.003
0.004
0.002
0.002
0.004
0.024
0.003
0.002
0.003
0.003
0.002
0.005
0.002
0.002
0.004
0.002
0.002
0.005
0.005
0.002
0.002
0.002
0.002
0.002
0.004
0.004
0.006
0.003
0.003
0.002
0.003
0.007
0.005
0.002
0.004
0.002
0.005
0.003
0.002
0.005
0.004
0.002
0.005
0.013
0.004
0.003
0.002
0.003
0.003
0.005
0.004
0.003
0.002
0.002
0.005
0.006
0.003
0.002
0.004
0.002
0.002
0.003
0.003
0.003
0.002
0.002
0.005
0.002
0.002
0.004
0.002
0.002
0.002
0.003
0.006
0.003
0.004
0.005
0.002
0.003
0.002
0.004
0.005
0.003
0.004
0.014
0.003
0.002
0.003
0.002
0.004
0.002
0.002
0.005
0.003
0.003
0.002
0.003
0.924
0.002
0.002
0.002
0.002
0.001
0.002
0.003
0.002
0.001
0.002
0.002
0.003
0.001
0.002
0.004
0.005
0.002
0.002
0.002
0.002
0.003
0.003
0.003
0.002
0.005
0.002
0.004
0.002
0.003
0.005
0.002
0.003
0.002
0.006
0.002
0.002
0.002
0.003
0.002
0.003
0.003
0.004
0.003
0.003
0.005
0.004
0.003
0.014
0.003
0.003
0.003
0.002
0.004
0.002
0.004
0.003
0.003
0.004
0.004
0.003
0.002
0.002
0.004
0.003
0.002
0.003
0.003
0.003
0.003
0.007
0.002
0.004
0.008
0.003
0.002
0.007
0.005
0.003
0.003
0.002
0.003
0.002
0.004
0.003
0.002
0.005
0.004
0.002
0.005
0.016
0.003
0.003
0.002
0.006
0.004
0.003
0.002
0.002
0.004
0.003
0.004
0.003
0.003
136.835
0.004
0.003
0.002
0.002
0.004
0.002
0.003
0.013
0.003
0.004
0.002
0.002
0.002
0.002
0.003
0.005
0.002
0.002
0.003
0.004
0.005
0.003
0.005
0.003
0.002
0.002
0.003
0.002
0.004
0.002
0.003
0.004
0.002
0.003
0.002
0.017
0.005
0.003
0.003
0.002
0.002
0.006
0.002
0.002
0.003
0.004
0.002
0.004
0.002
0.004
0.003
0.002
0.008
0.003
0.003
0.003
0.004
0.006
0.003
0.004
0.004
0.008
0.002
0.002
0.002
0.004
0.007
0.006
0.003
0.005
0.009
0.006
0.005
0.002
0.002
0.003
0.003
0.003
0.003
0.005
0.002
0.004
0.003
0.006
0.004
0.013
0.005
0.008
0.003
0.016
0.003
0.004
0.003
0.008
0.004
0.003
0.004
0.002
0.003
0.004
0.002
0.002
0.002
0.914
0.003
0.003
0.003
0.004
0.002
0.004
0.002
0.004
0.005
0.004
0.002
0.002
0.006
0.064
0.005
0.004
0.002
0.002
0.007
0.006
0.002
0.006
0.003
0.003
0.004
0.004
0.003
0.005
0.006
0.005
0.003
0.004
0.002
0.005
0.003
0.008
0.003
0.002
0.004
0.003
0.002
0.003
0.006
0.003
0.003
0.003
0.003
0.005
0.004
0.003
0.006
0.005
0.003
0.002
0.002
0.004
0.002
0.012
0.003
0.008
0.003
0.004
0.002
0.002
0.004
0.003
0.003
0.007
0.016
0.004
0.007
0.003
0.005
0.004
0.005
0.003
0.002
0.002
0.002
0.002
0.005
0.003
0.003
0.002
0.002
0.003
0.002
0.002
0.004
0.004
0.002
0.002
0.002
0.005
0.003
0.002
0.006
0.002
0.004
0.004
0.004
0.002
0.002
0.938
0.004
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.004
0.003
0.006
0.003
0.002
0.002
0.002
0.006
0.004
0.002
0.006
0.003
0.003
0.002
0.003
0.005
0.002
0.003
0.002
0.005
0.003
0.006
0.004
0.004
0.007
0.002
0.004
0.005
0.003
0.002
0.003
0.031
0.003
0.002
0.005
0.002
0.002
0.004
0.002
0.003
0.002
0.005
0.003
0.003
0.003
0.004
0.004
0.003
0.013
0.004
0.003
0.004
0.002
0.002
0.003
0.003
0.007
0.003
0.003
0.002
0.002
0.003
0.004
0.003
0.003
0.006
0.002
0.002
0.003
0.003
0.004
0.002
0.004
0.005
0.002
0.002
0.006
0.002
0.003
0.003
0.003
0.005
0.003
0.004
0.002
0.003
0.002
0.003
0.002
0.003
0.002
0.002
0.005
0.002
0.003
173.442
0.004
0.003
0.004
0.006
0.005
0.004
0.003
0.002
0.003
0.006
0.005
0.005
0.007
0.003
0.006
0.002
0.003
0.002
0.005
0.002
0.002
0.002
0.002
0.002
0.003
0.006
0.005
0.017
0.003
0.005
0.004
0.003
0.007
0.003
0.003
0.003
0.002
0.002
0.002
0.004
0.003
0.002
0.003
0.002
0.004
0.002
0.002
0.003
0.002
0.002
0.004
0.006
0.005
0.005
0.006
0.003
0.006
0.008
0.004
0.005
0.003
0.003
0.004
0.003
0.003
0.006
0.01
0.003
0.004
0.003
0.003
0.004
0.003
0.003
0.006
0.003
0.005
0.004
0.003
0.003
0.003
0.003
0.003
0.006
0.005
0.004
0.002
0.006
0.004
0.005
0.004
0.002
0.004
0.004
0.003
0.004
0.003
0.003
0.003
0.003
0.003
0.003
0.003
0.934
0.002
0.002
0.003
0.004
0.003
0.004
0.002
0.003
0.003
0.002
0.002
0.003
0.003
0.004
0.003
0.004
0.002
0.004
0.002
0.002
0.002
0.003
0.003
0.002
0.003
0.005
0.004
0.007
0.008
0.004
0.005
0.004
0.003
0.003
0.002
0.003
0.003
0.004
0.002
0.002
0.002
0.003
0.002
0.002
0.002
0.004
0.003
0.002
0.002
0.003
0.002
0.004
0.003
0.002
0.004
0.006
0.003
0.002
0.002
0.003
0.006
0.006
0.002
0.003
0.002
0.004
0.003
0.002
0.002
0.006
0.005
0.005
0.003
0.005
0.004
0.008
0.003
0.008
0.006
0.003
0.008
0.002
0.002
0.003
0.012
0.003
0.002
0.003
0.002
0.005
0.005
0.003
0.004
0.003
0.003
0.002
0.002
0.012
0.002
0.004
0.003
0.004
0.002
0.94
0.003
0.001
0.003
0.002
0.003
0.003
0.003
0.003
0.004
0.003
0.003
0.003
0.003
0.004
0.002
0.002
0.002
0.002
0.002
0.004
0.003
0.003
0.002
0.002
0.002
0.002
0.003
0.003
0.004
0.003
0.003
0.004
0.035
0.003
0.006
0.002
0.002
0.002
0.002
0.003
0.002
0.003
0.003
0.002
0.006
0.003
0.003
0.004
0.004
0.004
0.003
0.002
0.002
0.003
0.003
0.002
0.005
0.002
0.003
0.003
0.003
0.002
0.004
0.003
0.003
0.003
0.015
0.003
0.003
0.003
0.002
0.002
0.005
0.003
0.003
0.004
0.003
0.003
0.003
0.002
0.002
0.002
0.004
0.005
0.003
0.007
0.003
0.002
0.005
0.003
0.003
0.004
0.002
0.002
0.003
0.003
0.002
0.003
0.016
0.003
0.002
0.002
0.003
204.965
0.004
0.003
0.004
0.002
0.002
0.003
0.006
0.002
0.005
0.002
0.004
0.003
0.004
0.003
0.013
0.003
0.005
0.005
0.002
0.004
0.006
0.002
0.005
0.003
0.002
0.002
0.007
0.004
0.002
0.004
0.007
0.002
0.002
0.003
0.004
0.006
0.002
0.006
0.002
0.002
0.004
0.008
0.003
0.003
0.003
0.003
0.003
0.003
0.003
0.003
0.002
0.002
0.003
0.004
0.004
0.004
0.002
0.003
0.003
0.006
0.003
0.004
0.013
0.004
0.004
0.003
0.003
0.003
0.003
0.003
0.002
0.003
0.002
0.002
0.002
0.003
0.013
0.007
0.003
0.004
0.003
0.003
0.002
0.002
0.002
0.005
0.005
0.002
0.003
0.004
0.002
0.002
0.004
0.006
0.006
0.003
0.003
0.007
0.003
0.003
0.003
0.002
0.006
0.97
0.003
0.014
0.002
0.005
0.002
0.002
0.002
0.005
0.005
0.004
0.005
0.004
0.002
0.004
0.005
0.003
0.003
0.002
0.004
0.006
0.004
0.003
0.002
0.003
0.005
0.002
0.005
0.002
0.005
0.002
0.004
0.002
0.002
0.003
0.003
0.002
0.003
0.006
0.005
0.004
0.003
0.007
0.005
0.006
0.003
0.004
0.003
0.002
0.003
0.003
0.003
0.003
0.002
0.002
0.003
0.005
0.003
0.009
0.005
0.002
0.002
0.012
0.003
0.003
0.003
0.002
0.002
0.002
0.004
0.002
0.005
0.003
0.002
0.004
0.003
0.005
0.004
0.004
0.002
0.002
0.002
0.003
0.003
0.002
0.004
0.005
0.005
0.006
0.003
0.002
0.003
0.003
0.003
0.003
0.003
0.002
0.003
0.004
0.003
0.002
0.002
0.002
0.002
1.102
0.003
0.002
0.003
0.004
0.003
0.002
0.002
0.002
0.002
0.002
0.003
0.002
0.002
0.002
0.004
0.003
0.005
0.007
0.006
0.004
0.004
0.004
0.002
0.002
0.003
0.003
0.004
0.002
0.002
0.007
0.007
0.002
0.003
0.004
0.003
0.004
0.004
0.005
0.004
0.002
0.002
0.002
0.005
0.004
0.003
0.002
0.004
0.003
0.003
0.004
0.002
0.004
0.006
0.006
0.004
0.016
0.003
0.002
0.003
0.002
0.003
0.003
0.004
0.002
0.002
0.005
0.003
0.004
0.004
0.007
0.004
0.004
0.017
0.004
0.002
0.005
0.007
0.002
0.003
0.003
0.003
0.002
0.002
0.003
0.003
0.002
0.002
0.004
0.003
0.004
0.004
0.009
0.006
0.002
0.003
0.002
0.003
0.003
0.004
0.002
0.004
0.002
0.003
195.917
0.004
0.002
0.002
0.004
0.005
0.003
0.005
0.003
0.002
0.003
0.003
0.004
0.002
0.003
0.002
0.002
0.003
0.002
0.002
0.002
0.013
0.002
0.006
0.003
0.002
0.002
0.004
0.003
0.005
0.007
0.002
0.004
0.003
0.008
0.004
0.005
0.003
0.003
0.003
0.002
0.004
0.006
0.003
0.002
0.002
0.003
0.006
0.002
0.003
0.004
0.006
0.002
0.003
0.003
0.002
0.002
0.005
0.002
0.002
0.002
0.003
0.002
0.002
0.003
0.003
